File accession,File format,Output type,Experiment accession,Assay,Biosample term id,Biosample term name,Biosample type,Biosample organism,Biosample treatments,Biosample treatments amount,Biosample treatments duration,Biosample genetic modifications methods,Biosample genetic modifications categories,Biosample genetic modifications targets,Biosample genetic modifications gene targets,Biosample genetic modifications site coordinates,Biosample genetic modifications zygosity,Experiment target,Library made from,Library depleted in,Library extraction method,Library lysis method,Library crosslinking method,Library strand specific,Experiment date released,Project,RBNS protein concentration,Library fragmentation method,Library size range,Biological replicate(s),Technical replicate,Read length,Mapped read length,Run type,Paired end,Paired with,Derived from,Size,Lab,md5sum,dbxrefs,File download URL,Assembly,Genome annotation,Platform,Controlled by,File Status,s3_uri,Audit WARNING,Audit INTERNAL_ACTION,Audit NOT_COMPLIANT,Audit ERROR
ENCFF513MDH,bam,alignments,ENCSR970ZLG,DNase-seq,UBERON:0002108,small intestine,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF826DRE,1258298453,ENCODE Processing Pipeline,f84f5f832678befbbc080ddcd6530cb1,,https://www.encodeproject.org/files/ENCFF513MDH/@@download/ENCFF513MDH.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/ded77818-38c0-4d31-b990-bb5fe2d8c6d8/ENCFF513MDH.bam,,,,
ENCFF795WNZ,bam,alignments,ENCSR662HMO,DNase-seq,EFO:0002246,NAMALWA,cell line,Homo sapiens,,,,,,,,,,,DNA,,,,,False,2015-11-05,ENCODE,,,,1,,,,,,,"ENCFF048TUD, ENCFF512GTF",16287302852,ENCODE Processing Pipeline,9f4b305c31fbcfa2c46301742d6be12a,,https://www.encodeproject.org/files/ENCFF795WNZ/@@download/ENCFF795WNZ.bam,GRCh38,,,,released,s3://encode-public/2017/08/24/1f5703d2-1293-4517-af1a-0e0f0e04136f/ENCFF795WNZ.bam,,,,
ENCFF542SSH,bam,alignments,ENCSR662HMO,DNase-seq,EFO:0002246,NAMALWA,cell line,Homo sapiens,,,,,,,,,,,DNA,,,,,False,2015-11-05,ENCODE,,,,2,,,,,,,"ENCFF393OFO, ENCFF884XON",10978698842,ENCODE Processing Pipeline,1293b8356aa6be1dd5b32f4fcf9131ca,,https://www.encodeproject.org/files/ENCFF542SSH/@@download/ENCFF542SSH.bam,GRCh38,,,,released,s3://encode-public/2017/08/24/fdc84633-f7ac-4bf8-9b36-0a88951796e3/ENCFF542SSH.bam,,,,
ENCFF639QKR,bam,alignments,ENCSR062DXC,DNase-seq,UBERON:0001499,muscle of arm,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF822QNI,1074436246,ENCODE Processing Pipeline,cb24cc2fed68686cd28cb8b31f7ad58c,,https://www.encodeproject.org/files/ENCFF639QKR/@@download/ENCFF639QKR.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/864332f2-c4e3-4609-94a2-a51694f51ddb/ENCFF639QKR.bam,,,,
ENCFF748OVY,bam,alignments,ENCSR356QCD,DNase-seq,UBERON:0001499,muscle of arm,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF676UTC,1011406567,ENCODE Processing Pipeline,259e88fd242231ca33e28cb1c24ce5fb,,https://www.encodeproject.org/files/ENCFF748OVY/@@download/ENCFF748OVY.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/89add33d-0135-4f1f-9bb4-2e16ed9f5db1/ENCFF748OVY.bam,,,,
ENCFF562RWI,bam,alignments,ENCSR800QGE,DNase-seq,UBERON:0000059,large intestine,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF760CJG,1207696147,ENCODE Processing Pipeline,37e859d5194ccf566b55bbf4c44c7c8d,,https://www.encodeproject.org/files/ENCFF562RWI/@@download/ENCFF562RWI.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/d012134b-9275-423a-a072-527b0a215a48/ENCFF562RWI.bam,,,,
ENCFF153KUO,bam,alignments,ENCSR438TWI,DNase-seq,UBERON:0002324,muscle of back,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF214UVO,1475830084,ENCODE Processing Pipeline,b89c5a9c9751892b3b93b9a131c190bd,,https://www.encodeproject.org/files/ENCFF153KUO/@@download/ENCFF153KUO.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/c65f3638-39f1-4ff1-937f-9ec50db13219/ENCFF153KUO.bam,,,,
ENCFF228NEM,bam,alignments,ENCSR670VQZ,DNase-seq,NTR:0000526,fibroblast of skin of upper back,primary cell,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF643VZD,1414703066,ENCODE Processing Pipeline,ba85e40c5dc9ae92da85dbfe2e3afd13,,https://www.encodeproject.org/files/ENCFF228NEM/@@download/ENCFF228NEM.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/338b533f-1e74-4dc4-a7af-f9100c323af0/ENCFF228NEM.bam,,,,
ENCFF061WQO,bam,alignments,ENCSR937RVN,DNase-seq,UBERON:0001383,muscle of leg,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF831NPG,1324295604,ENCODE Processing Pipeline,2ef8cdb4859510e82f5169354596660e,,https://www.encodeproject.org/files/ENCFF061WQO/@@download/ENCFF061WQO.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/3b86800a-fc30-46b0-9555-74c910713436/ENCFF061WQO.bam,,,,
ENCFF374WUU,bam,alignments,ENCSR714DIF,DNase-seq,NTR:0000856,mesendoderm,in vitro differentiated cells,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,"ENCFF478NGB, ENCFF904PDW",12759902547,ENCODE Processing Pipeline,f7137e0c4281fe14ea88feb73dd009f1,,https://www.encodeproject.org/files/ENCFF374WUU/@@download/ENCFF374WUU.bam,GRCh38,,,,released,s3://encode-public/2018/05/04/6009cf50-ac35-4abe-b8c3-0951efeb77e8/ENCFF374WUU.bam,,,,
ENCFF483PTN,bam,alignments,ENCSR962EAP,DNase-seq,UBERON:0002370,thymus,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF055AHZ,2265399073,ENCODE Processing Pipeline,4a4592dedbb1dec02fd753053d4e53eb,,https://www.encodeproject.org/files/ENCFF483PTN/@@download/ENCFF483PTN.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/75ecd41b-e8f4-4a21-b7be-91da5a32dd3e/ENCFF483PTN.bam,,,,
ENCFF972PHY,bam,alignments,ENCSR189YJQ,DNase-seq,UBERON:0000948,heart,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF469OGR,1583214036,ENCODE Processing Pipeline,f444d3ca03cce139e30572bd37913c68,,https://www.encodeproject.org/files/ENCFF972PHY/@@download/ENCFF972PHY.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/460bbea9-889f-4f4f-b25f-2ab79e5917e5/ENCFF972PHY.bam,,,,
ENCFF972PYS,bam,alignments,ENCSR932DHT,DNase-seq,UBERON:0005270,renal cortex interstitium,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF683MVV,1659439906,ENCODE Processing Pipeline,77ea018be03320cdbb4006fcd9faeaac,,https://www.encodeproject.org/files/ENCFF972PYS/@@download/ENCFF972PYS.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/f38c269d-590c-4e3f-881e-db4e11242018/ENCFF972PYS.bam,,,,
ENCFF512KQX,bam,alignments,ENCSR155NPL,DNase-seq,UBERON:0005270,renal cortex interstitium,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF497WBX,1293165749,ENCODE Processing Pipeline,12d8f249129e42029fa06aee01afa18f,,https://www.encodeproject.org/files/ENCFF512KQX/@@download/ENCFF512KQX.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/5715fe49-7680-44d9-95cc-bec073ec922f/ENCFF512KQX.bam,,,,
ENCFF724ZYK,bam,alignments,ENCSR303YII,DNase-seq,UBERON:0001499,muscle of arm,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF186REV,1575044564,ENCODE Processing Pipeline,1a5198d4b5cc39ef3cd598b0f8f82394,,https://www.encodeproject.org/files/ENCFF724ZYK/@@download/ENCFF724ZYK.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/bea6f5eb-126e-48f8-a2df-cec7502d2314/ENCFF724ZYK.bam,,,,
ENCFF364SLY,bam,alignments,ENCSR594OWA,DNase-seq,UBERON:0002108,small intestine,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF943LLI,1029052427,ENCODE Processing Pipeline,42e08f118bd75ff20ce852467e58d4d0,,https://www.encodeproject.org/files/ENCFF364SLY/@@download/ENCFF364SLY.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/afcc7fab-3482-452c-b03c-a9b4e7ea81e6/ENCFF364SLY.bam,,,,
ENCFF258KTF,bam,alignments,ENCSR187PYY,DNase-seq,UBERON:0000955,brain,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF750UDY,1495753982,ENCODE Processing Pipeline,24f56b36582b97977967fdbfa70c8a34,,https://www.encodeproject.org/files/ENCFF258KTF/@@download/ENCFF258KTF.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/580c7daa-64b1-485e-aa73-29e8571440d4/ENCFF258KTF.bam,,,,
ENCFF923PXN,bam,alignments,ENCSR000EMS,DNase-seq,EFO:0005338,GM12865,cell line,Homo sapiens,,,,,,,,,,,DNA,,see document,see document,,False,2010-12-16,ENCODE,,,,1,,,,,,,ENCFF076BVP,11931328317,ENCODE Processing Pipeline,90136606528156f6c5da21548f39be51,,https://www.encodeproject.org/files/ENCFF923PXN/@@download/ENCFF923PXN.bam,GRCh38,,,,released,s3://encode-public/2018/05/04/4ffb0cdd-815c-4e69-bf4f-ef431e38a5da/ENCFF923PXN.bam,,,,
ENCFF453PKP,bam,alignments,ENCSR000EMS,DNase-seq,EFO:0005338,GM12865,cell line,Homo sapiens,,,,,,,,,,,DNA,,see document,see document,,False,2010-12-16,ENCODE,,,,2,,,,,,,ENCFF464ZTZ,1675075977,ENCODE Processing Pipeline,588fe8c55f9b9e498c80bfaca8c5a2a3,,https://www.encodeproject.org/files/ENCFF453PKP/@@download/ENCFF453PKP.bam,GRCh38,,,,released,s3://encode-public/2018/05/04/a4c92bb3-3aa3-488d-a207-fab4137d3ccb/ENCFF453PKP.bam,,,,
ENCFF614MII,bam,alignments,ENCSR884MCZ,DNase-seq,UBERON:0004539,right kidney,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF978APU,2037878012,ENCODE Processing Pipeline,c4ccce067e56adcdc91246a381d179eb,,https://www.encodeproject.org/files/ENCFF614MII/@@download/ENCFF614MII.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/4d3e3232-2ffb-474e-b201-e025dc7d027f/ENCFF614MII.bam,,,,
ENCFF611PME,bam,alignments,ENCSR953XJU,DNase-seq,UBERON:0004538,left kidney,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF291EDR,1028884946,ENCODE Processing Pipeline,8f019b99de9493ed5c7ed5019de6f42b,,https://www.encodeproject.org/files/ENCFF611PME/@@download/ENCFF611PME.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/722816b4-0a96-461b-90a5-f84aea510709/ENCFF611PME.bam,,,,
ENCFF235BPV,bam,alignments,ENCSR670ZSA,DNase-seq,UBERON:0004539,right kidney,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF263SYI,1680442699,ENCODE Processing Pipeline,a17e98ed7dd9da4ef0af542887779d9c,,https://www.encodeproject.org/files/ENCFF235BPV/@@download/ENCFF235BPV.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/b65d1065-385f-4612-9877-6b0d7580232f/ENCFF235BPV.bam,,,,
ENCFF730FJF,bam,alignments,ENCSR385AMY,DNase-seq,UBERON:0003663,hindlimb muscle,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF354NFH,3006662492,ENCODE Processing Pipeline,1f3958109c63b13ab77174637138b806,,https://www.encodeproject.org/files/ENCFF730FJF/@@download/ENCFF730FJF.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/59ebe2f0-cd6c-4714-8322-23d8c07fb638/ENCFF730FJF.bam,,,,
ENCFF423VZM,bam,alignments,ENCSR033STL,DNase-seq,UBERON:0002324,muscle of back,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF498HYS,3602038800,ENCODE Processing Pipeline,d36aedd7142bec0084a996410b57ab4b,,https://www.encodeproject.org/files/ENCFF423VZM/@@download/ENCFF423VZM.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/00f0d202-bdb9-4ed7-84d8-4f683f337162/ENCFF423VZM.bam,,,,
ENCFF003GDW,bam,alignments,ENCSR838IPF,DNase-seq,UBERON:0002370,thymus,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF372ODS,1265671914,ENCODE Processing Pipeline,b7753869e9f8fc694a86d0f52bacb762,,https://www.encodeproject.org/files/ENCFF003GDW/@@download/ENCFF003GDW.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/2ff50faf-6792-4cb0-95ca-0da572ab09dc/ENCFF003GDW.bam,,,,
ENCFF244EYZ,bam,alignments,ENCSR683YLO,DNase-seq,UBERON:0000945,stomach,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF540LVK,2952061752,ENCODE Processing Pipeline,023a41ddfa83f5a64c11be7cccc202fd,,https://www.encodeproject.org/files/ENCFF244EYZ/@@download/ENCFF244EYZ.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/2c61a37d-873e-4231-812f-3c97035a17ba/ENCFF244EYZ.bam,,,,
ENCFF411CUP,bam,alignments,ENCSR022ECC,DNase-seq,UBERON:0005270,renal cortex interstitium,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF930DWV,1526351908,ENCODE Processing Pipeline,9172e2e7f742151bec0fad80db99fe56,,https://www.encodeproject.org/files/ENCFF411CUP/@@download/ENCFF411CUP.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/64d9a06c-9ca2-4e69-bb45-d1c396668e97/ENCFF411CUP.bam,,,,
ENCFF632QKZ,bam,alignments,ENCSR172PVJ,DNase-seq,UBERON:0000945,stomach,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF133TUM,1039765289,ENCODE Processing Pipeline,c7440e9f71d0b4044541d2c8849e315c,,https://www.encodeproject.org/files/ENCFF632QKZ/@@download/ENCFF632QKZ.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/76dd848d-90d8-448e-ae98-d8917869fa05/ENCFF632QKZ.bam,,,,
ENCFF340AOJ,bam,alignments,ENCSR000EMI,DNase-seq,EFO:0001099,Caco-2,cell line,Homo sapiens,,,,,,,,,,,DNA,,see document,see document,,False,2010-12-16,ENCODE,,,,1,,,,,,,ENCFF555BHB,1250833726,ENCODE Processing Pipeline,9081cbe03a46fc4a9ae4e839200ae090,,https://www.encodeproject.org/files/ENCFF340AOJ/@@download/ENCFF340AOJ.bam,GRCh38,,,,released,s3://encode-public/2017/08/23/e3444702-a070-40cb-ab42-e1b833375933/ENCFF340AOJ.bam,,,,
ENCFF233HFA,bam,alignments,ENCSR000EMI,DNase-seq,EFO:0001099,Caco-2,cell line,Homo sapiens,,,,,,,,,,,DNA,,see document,see document,,False,2010-12-16,ENCODE,,,,2,,,,,,,ENCFF189JHJ,1041350074,ENCODE Processing Pipeline,d6c62964cd001becae126715df9bea84,,https://www.encodeproject.org/files/ENCFF233HFA/@@download/ENCFF233HFA.bam,GRCh38,,,,released,s3://encode-public/2017/08/23/9c78e54c-f505-4bad-bbe1-1085862c947b/ENCFF233HFA.bam,,,,
ENCFF364DZN,bam,alignments,ENCSR294QCR,DNase-seq,UBERON:0001383,muscle of leg,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF116ILH,1414768233,ENCODE Processing Pipeline,436dc77b3f6d1f0898344e6eff515c66,,https://www.encodeproject.org/files/ENCFF364DZN/@@download/ENCFF364DZN.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/09b7e1d3-fa1e-4a40-b142-82d07cb3b4ea/ENCFF364DZN.bam,,,,
ENCFF071FEQ,bam,alignments,ENCSR788IZL,DNase-seq,UBERON:0008367,breast epithelium,tissue,Homo sapiens,,,,,,,,,,,DNA,,,,,False,2019-11-08,ENCODE,,,,1,,,,,,,ENCFF377XBG,2361301635,ENCODE Processing Pipeline,f242207d29d2dd5a57bc6cfb6342a562,,https://www.encodeproject.org/files/ENCFF071FEQ/@@download/ENCFF071FEQ.bam,GRCh38,,,,released,s3://encode-public/2019/10/28/f368d6b3-3bff-4aff-988e-524ba74d6e09/ENCFF071FEQ.bam,,,,
ENCFF492WOW,bam,alignments,ENCSR514QHN,DNase-seq,UBERON:0001383,muscle of leg,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF630YNH,1437616159,ENCODE Processing Pipeline,e32ed6fb1366d4955372d12b6d64905c,,https://www.encodeproject.org/files/ENCFF492WOW/@@download/ENCFF492WOW.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/9fdba5d8-236d-4bb2-8600-c615210fd7e2/ENCFF492WOW.bam,,,,
ENCFF251DCE,bam,alignments,ENCSR000EKN,DNase-seq,EFO:0002067,K562,cell line,Homo sapiens,vorinostat,1.0 μM,72.0 hour,,,,,,,,DNA,,see document,see document,,False,2012-08-28,ENCODE,,,,1,,,,,,,"ENCFF468PXX, ENCFF670IMR, ENCFF857GBM",16521238800,ENCODE Processing Pipeline,46f0aedae5c8ec9c7ac298cc1ba634b0,,https://www.encodeproject.org/files/ENCFF251DCE/@@download/ENCFF251DCE.bam,GRCh38,,,,released,s3://encode-public/2017/10/05/24d97c05-eb54-472f-8b63-db56824ec332/ENCFF251DCE.bam,,,,
ENCFF696XWN,bam,alignments,ENCSR208DMX,DNase-seq,UBERON:0000945,stomach,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF334FZA,18545566223,ENCODE Processing Pipeline,28a788c8c855c956d0102770ad18d911,,https://www.encodeproject.org/files/ENCFF696XWN/@@download/ENCFF696XWN.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/70088b24-66cb-4499-b65e-2de1b6759046/ENCFF696XWN.bam,,,,
ENCFF704CZH,bam,alignments,ENCSR572LDG,DNase-seq,UBERON:0000955,brain,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF006REZ,1765512936,ENCODE Processing Pipeline,3a1da59f3231cda82573e73ab6ee3b9a,,https://www.encodeproject.org/files/ENCFF704CZH/@@download/ENCFF704CZH.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/2e23eeed-8281-4411-98a5-6bd66ac24737/ENCFF704CZH.bam,,,,
ENCFF450FXC,bam,alignments,ENCSR536NGW,DNase-seq,UBERON:0000948,heart,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF323TPQ,1100159463,ENCODE Processing Pipeline,3507c0a085651eea49176db947425c38,,https://www.encodeproject.org/files/ENCFF450FXC/@@download/ENCFF450FXC.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/4b7df98f-5025-490e-ba8a-145d340a5cbc/ENCFF450FXC.bam,,,,
ENCFF837QAV,bam,alignments,ENCSR305UJX,DNase-seq,UBERON:0000948,heart,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF253OPB,1968852193,ENCODE Processing Pipeline,d04a533f945b44b9f9bb613c23b29a62,,https://www.encodeproject.org/files/ENCFF837QAV/@@download/ENCFF837QAV.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/47b0960b-987d-4616-9945-7dc4f969e858/ENCFF837QAV.bam,,,,
ENCFF260YGW,bam,alignments,ENCSR986XLW,DNase-seq,UBERON:0002048,lung,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF805OOG,1393788397,ENCODE Processing Pipeline,35f4cdff3ef2e9782ce373ed3f4afce1,,https://www.encodeproject.org/files/ENCFF260YGW/@@download/ENCFF260YGW.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/45fbe917-3521-44b3-b49f-6afc4b76a168/ENCFF260YGW.bam,,,,
ENCFF991DAZ,bam,alignments,ENCSR360XIS,DNase-seq,NTR:0000474,ecto neural progenitor cell,in vitro differentiated cells,Homo sapiens,,,,,,,,,,,DNA,,,,,False,2018-02-23,ENCODE,,,,2,,,,,,,ENCFF656SMH,10301002089,ENCODE Processing Pipeline,99738b954d6e3922a3dfb69af90735b5,,https://www.encodeproject.org/files/ENCFF991DAZ/@@download/ENCFF991DAZ.bam,GRCh38,,,,released,s3://encode-public/2017/11/29/8f1bc46c-fce5-4f6a-88ec-02f7e3805f83/ENCFF991DAZ.bam,,,,
ENCFF832KMA,bam,alignments,ENCSR000EIP,DNase-seq,EFO:0005718,Ishikawa,cell line,Homo sapiens,dimethyl sulfoxide,0.02 percent,1 hour,,,,,,,,DNA,,see document,see document,,False,2012-03-28,ENCODE,,,,1,,,,,,,"ENCFF066BXX, ENCFF303HMZ",8899824325,ENCODE Processing Pipeline,9db184511ee2939951901a71d89f75d8,,https://www.encodeproject.org/files/ENCFF832KMA/@@download/ENCFF832KMA.bam,GRCh38,,,,released,s3://encode-public/2017/10/03/d9eadbfa-c850-44ed-96cf-04476b7803c1/ENCFF832KMA.bam,,,,
ENCFF314TXQ,bam,alignments,ENCSR937UWI,DNase-seq,CL:0000837,hematopoietic multipotent progenitor cell,in vitro differentiated cells,Homo sapiens,"interleukin-3, hydrocortisone succinate, erythropoietin, kit ligand",,15 day,,,,,,,,DNA,,,,,False,2015-11-05,ENCODE,,,,1,,,,,,,ENCFF310GDR,18176466364,ENCODE Processing Pipeline,44aa239e69180fd6ad2c6d11cbb2d77a,,https://www.encodeproject.org/files/ENCFF314TXQ/@@download/ENCFF314TXQ.bam,GRCh38,,,,released,s3://encode-public/2017/08/24/4fc2bc84-b60b-48d3-bdea-982be01ddeac/ENCFF314TXQ.bam,,,,
ENCFF210SQD,bam,alignments,ENCSR937UWI,DNase-seq,CL:0000837,hematopoietic multipotent progenitor cell,in vitro differentiated cells,Homo sapiens,"interleukin-3, hydrocortisone succinate, erythropoietin, kit ligand",,15 day,,,,,,,,DNA,,,,,False,2015-11-05,ENCODE,,,,2,,,,,,,"ENCFF009ENF, ENCFF976OJV",7521373970,ENCODE Processing Pipeline,cf5799d0f930c549dc9dab0be08457e3,,https://www.encodeproject.org/files/ENCFF210SQD/@@download/ENCFF210SQD.bam,GRCh38,,,,released,s3://encode-public/2017/08/24/8d269a51-b2e1-4eb5-808a-580a33eb9e23/ENCFF210SQD.bam,,,,
ENCFF965JWG,bam,alignments,ENCSR309FOO,DNase-seq,UBERON:0000955,brain,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF357QBQ,1056723893,ENCODE Processing Pipeline,ffae2b4ff1b44e4042a87355712085de,,https://www.encodeproject.org/files/ENCFF965JWG/@@download/ENCFF965JWG.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/3f8267b5-f219-4d14-bcb2-56ecbbcd0592/ENCFF965JWG.bam,,,,
ENCFF032ZHQ,bam,alignments,ENCSR000EOG,DNase-seq,CL:1001568,pulmonary artery endothelial cell,primary cell,Homo sapiens,,,,,,,,,,,DNA,,see document,see document,,False,2011-10-19,ENCODE,,,,1,,,,,,,ENCFF448KLB,1501122777,ENCODE Processing Pipeline,bcca088ac590230707435594c53f2fb3,,https://www.encodeproject.org/files/ENCFF032ZHQ/@@download/ENCFF032ZHQ.bam,GRCh38,,,,released,s3://encode-public/2017/08/23/877bc28b-f6c9-4179-be36-a95bd1fc8623/ENCFF032ZHQ.bam,,,,
ENCFF032GZN,bam,alignments,ENCSR000EMC,DNase-seq,CL:0002547,fibroblast of the aortic adventitia,primary cell,Homo sapiens,,,,,,,,,,,DNA,,see document,see document,,False,2010-12-16,ENCODE,,,,1,,,,,,,ENCFF180JWU,1107439543,ENCODE Processing Pipeline,3f24f8456220bc0899fc4b2396ab7fae,,https://www.encodeproject.org/files/ENCFF032GZN/@@download/ENCFF032GZN.bam,GRCh38,,,,released,s3://encode-public/2017/08/24/e9fb4ba0-1b54-436d-aa40-bcd752cc62d5/ENCFF032GZN.bam,,,,
ENCFF723RKN,bam,alignments,ENCSR000EMC,DNase-seq,CL:0002547,fibroblast of the aortic adventitia,primary cell,Homo sapiens,,,,,,,,,,,DNA,,see document,see document,,False,2010-12-16,ENCODE,,,,2,,,,,,,ENCFF493BRQ,12426100958,ENCODE Processing Pipeline,9861e1293c66ac422ee2f2701d63fc30,,https://www.encodeproject.org/files/ENCFF723RKN/@@download/ENCFF723RKN.bam,GRCh38,,,,released,s3://encode-public/2017/08/24/51b6eb6d-987e-4238-871a-ef4307e3634b/ENCFF723RKN.bam,,,,
ENCFF827ZUX,bam,alignments,ENCSR000ELS,DNase-seq,EFO:0001247,T47D,cell line,Homo sapiens,17β-estradiol,10 nM,30 minute,,,,,,,,DNA,,see document,see document,,False,2012-03-28,ENCODE,,,,1,,,,,,,"ENCFF620TIZ, ENCFF854PIU",10103873378,ENCODE Processing Pipeline,ba1aa5e15d43214d27a8252c3ff35448,,https://www.encodeproject.org/files/ENCFF827ZUX/@@download/ENCFF827ZUX.bam,GRCh38,,,,released,s3://encode-public/2017/10/03/c6b1b1d9-5d86-40bc-9ccc-89a910e5e7c7/ENCFF827ZUX.bam,,,,
ENCFF616KIO,bam,alignments,ENCSR866RCY,DNase-seq,UBERON:0002369,adrenal gland,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF073NNN,1324656992,ENCODE Processing Pipeline,25129f19f194aed7e087d3905fce5e18,,https://www.encodeproject.org/files/ENCFF616KIO/@@download/ENCFF616KIO.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/493be4a5-58ff-4c15-8f1e-1324e133f6a6/ENCFF616KIO.bam,,,,
