File accession,File format,Output type,Experiment accession,Assay,Biosample term id,Biosample term name,Biosample type,Biosample organism,Biosample treatments,Biosample treatments amount,Biosample treatments duration,Biosample genetic modifications methods,Biosample genetic modifications categories,Biosample genetic modifications targets,Biosample genetic modifications gene targets,Biosample genetic modifications site coordinates,Biosample genetic modifications zygosity,Experiment target,Library made from,Library depleted in,Library extraction method,Library lysis method,Library crosslinking method,Library strand specific,Experiment date released,Project,RBNS protein concentration,Library fragmentation method,Library size range,Biological replicate(s),Technical replicate,Read length,Mapped read length,Run type,Paired end,Paired with,Derived from,Size,Lab,md5sum,dbxrefs,File download URL,Assembly,Genome annotation,Platform,Controlled by,File Status,s3_uri,Audit WARNING,Audit INTERNAL_ACTION,Audit NOT_COMPLIANT,Audit ERROR
ENCFF302SVZ,bam,alignments,ENCSR942NME,ChIP-seq,EFO:0001196,IMR-90,cell line,Homo sapiens,,,,,,,,,,H3K23ac-human,DNA,,see document,,,False,2013-07-31,Roadmap,,,,2,,,36.0,,,,"ENCFF179XQK, ENCFF374WWV, ENCFF643CGH",1319095086,ENCODE Processing Pipeline,249e0bd1dc4f3bb89a617aeb85b3df19,,https://www.encodeproject.org/files/ENCFF302SVZ/@@download/ENCFF302SVZ.bam,GRCh38,,,,released,s3://encode-public/2016/12/19/2efabe72-1815-49c9-98e0-2f6b49c46362/ENCFF302SVZ.bam,,,,
ENCFF465AMM,bam,redacted alignments,ENCSR239SNR,ChIP-seq,CL:0000897,"CD4-positive, alpha-beta memory T cell",primary cell,Homo sapiens,,,,,,,,,,H3K9me3-human,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,36.0,,,,"ENCFF059VIA, ENCFF297EBX, ENCFF643CGH, ENCFF784VUS",393021764,ENCODE Processing Pipeline,9a3e81e33caf40b7e1410c337000ca07,,https://www.encodeproject.org/files/ENCFF465AMM/@@download/ENCFF465AMM.bam,GRCh38,,,,released,s3://encode-public/2018/01/24/11c83112-0b56-4d74-9111-2f7bba817e4a/ENCFF465AMM.bam,,,,
ENCFF070IYN,bam,alignments,ENCSR441JWF,ChIP-seq,EFO:0002847,PC-9,cell line,Homo sapiens,,,,,,,,,,H3K4me3-human,DNA,,,,,False,2016-05-06,ENCODE,,,,1,,,76.0,,,,"ENCFF643CGH, ENCFF792HPJ",2552201278,ENCODE Processing Pipeline,7a8e2abb8be267ec181daa41caa6c22d,,https://www.encodeproject.org/files/ENCFF070IYN/@@download/ENCFF070IYN.bam,GRCh38,,,,released,s3://encode-public/2016/11/11/63288dc7-3bbb-4b78-899f-b4c1472bfac1/ENCFF070IYN.bam,,,,
ENCFF265NED,bam,alignments,ENCSR441JWF,ChIP-seq,EFO:0002847,PC-9,cell line,Homo sapiens,,,,,,,,,,H3K4me3-human,DNA,,,,,False,2016-05-06,ENCODE,,,,2,,,76.0,,,,"ENCFF643CGH, ENCFF920HHA",2229753350,ENCODE Processing Pipeline,fd2a2f5abda7cd76114edb2fe7939b85,,https://www.encodeproject.org/files/ENCFF265NED/@@download/ENCFF265NED.bam,GRCh38,,,,released,s3://encode-public/2016/11/11/9b362fa6-9c2c-4b9c-8dca-01b6178e4a2f/ENCFF265NED.bam,,,,
ENCFF906BUT,bam,alignments,ENCSR265EDV,ChIP-seq,EFO:0003045,H9,cell line,Homo sapiens,,,,,,,,,,H2AFZ-human,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,36.0,,,,"ENCFF063AKT, ENCFF643CGH",2236703413,ENCODE Processing Pipeline,13daefe776bbd6689182eb19e21d2836,,https://www.encodeproject.org/files/ENCFF906BUT/@@download/ENCFF906BUT.bam,GRCh38,,,,released,s3://encode-public/2016/12/19/9cf70c47-94c3-45c9-9e9a-0750da9d1eb7/ENCFF906BUT.bam,,,,
ENCFF105ZMV,bam,alignments,ENCSR902EEI,ChIP-seq,CL:0000134,mesenchymal cell,in vitro differentiated cells,Homo sapiens,,,,,,,,,,H3K4ac-human,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,36.0,,,,"ENCFF643CGH, ENCFF857EYQ",843795358,ENCODE Processing Pipeline,60d77a7f989c3eb34175d581e53cdaeb,,https://www.encodeproject.org/files/ENCFF105ZMV/@@download/ENCFF105ZMV.bam,GRCh38,,,,released,s3://encode-public/2016/12/19/fdebbb78-7a67-4df6-8887-65a27179aa6b/ENCFF105ZMV.bam,,,,
ENCFF264FWL,bam,alignments,ENCSR000APG,ChIP-seq,CL:0000062,osteoblast,primary cell,Homo sapiens,,,,,,,,,,H2AFZ-human,DNA,,see document,see document,,False,2011-02-10,ENCODE,,,,2,,,36.0,,,,"ENCFF000CVM, ENCFF643CGH",1072736733,ENCODE Processing Pipeline,25e737e1e6df11b9e32008d7f61005b6,,https://www.encodeproject.org/files/ENCFF264FWL/@@download/ENCFF264FWL.bam,GRCh38,,,,released,s3://encode-public/2016/11/11/9626e7ff-ccb2-4038-a5cc-a400b1efa7d1/ENCFF264FWL.bam,,,,
ENCFF900VNN,bam,alignments,ENCSR000APG,ChIP-seq,CL:0000062,osteoblast,primary cell,Homo sapiens,,,,,,,,,,H2AFZ-human,DNA,,see document,see document,,False,2011-02-10,ENCODE,,,,1,,,36.0,,,,"ENCFF000CVL, ENCFF643CGH",1230678073,ENCODE Processing Pipeline,83491d5b6b48b7b5bbdde3b34cdb33e6,,https://www.encodeproject.org/files/ENCFF900VNN/@@download/ENCFF900VNN.bam,GRCh38,,,,released,s3://encode-public/2016/11/11/0c888f8f-5db8-4553-8905-f9ad8634e8d5/ENCFF900VNN.bam,,,,
ENCFF937AGY,bam,alignments,ENCSR129NCV,ChIP-seq,UBERON:0000945,stomach,tissue,Homo sapiens,,,,,,,,,,H3K4me3-human,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,36.0,,,,"ENCFF287IUD, ENCFF643CGH",840928891,ENCODE Processing Pipeline,904436b0b2d553700206e782625b2607,,https://www.encodeproject.org/files/ENCFF937AGY/@@download/ENCFF937AGY.bam,GRCh38,,,,released,s3://encode-public/2016/12/19/be5798b3-29da-4d7c-ba13-0cec050952dc/ENCFF937AGY.bam,,,,
ENCFF685KME,bam,alignments,ENCSR811NNT,ChIP-seq,CL:0000047,neural stem progenitor cell,in vitro differentiated cells,Homo sapiens,,,,,,,,,,H2BK120ac-human,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,36.0,,,,"ENCFF643CGH, ENCFF841NNG",964604474,ENCODE Processing Pipeline,a59b4fd37c1e8f29cd963bcb45f9b3ec,,https://www.encodeproject.org/files/ENCFF685KME/@@download/ENCFF685KME.bam,GRCh38,,,,released,s3://encode-public/2016/12/19/dedd0f2c-f5a9-438a-8852-15655c971f0f/ENCFF685KME.bam,,,,
ENCFF498RLE,bam,alignments,ENCSR811NNT,ChIP-seq,CL:0000047,neural stem progenitor cell,in vitro differentiated cells,Homo sapiens,,,,,,,,,,H2BK120ac-human,DNA,,see document,,,False,2013-07-31,Roadmap,,,,2,,,36.0,,,,"ENCFF643CGH, ENCFF911UGO",538183266,ENCODE Processing Pipeline,eb08b24622d741885c565d916c16a1b3,,https://www.encodeproject.org/files/ENCFF498RLE/@@download/ENCFF498RLE.bam,GRCh38,,,,released,s3://encode-public/2017/01/28/422fb971-dd91-4072-8640-7b0b7a6f7032/ENCFF498RLE.bam,,,,
ENCFF040TOE,bam,alignments,ENCSR525JJM,ChIP-seq,UBERON:0004648,esophagus muscularis mucosa,tissue,Homo sapiens,,,,,,,,,,H3K4me1-human,DNA,,,,,False,2019-08-01,ENCODE,,,,1,,,76.0,,,,"ENCFF122YAL, ENCFF465FKE, ENCFF643CGH, ENCFF841DXI, ENCFF926KBZ",3295475867,ENCODE Processing Pipeline,3b46b979b14aa341f1536e85eea07a37,,https://www.encodeproject.org/files/ENCFF040TOE/@@download/ENCFF040TOE.bam,GRCh38,,,,released,s3://encode-public/2019/06/19/3c09de34-51fb-4da6-8f39-0933e015f09a/ENCFF040TOE.bam,,,,
ENCFF029KZM,bam,alignments,ENCSR000DUQ,ChIP-seq,CL:0002327,mammary epithelial cell,primary cell,Homo sapiens,,,,,,,,,,H3K4me3-human,DNA,,see document,see document,,False,2011-02-11,ENCODE,,,,1,,,36.0,,,,"ENCFF001FOG, ENCFF643CGH",470488967,ENCODE Processing Pipeline,68a4a7a9e70302f59062ec9674ff341d,,https://www.encodeproject.org/files/ENCFF029KZM/@@download/ENCFF029KZM.bam,GRCh38,,,,released,s3://encode-public/2016/08/10/3ea915a9-9c1b-4ceb-9657-02e1207ee4da/ENCFF029KZM.bam,,,,
ENCFF995CUR,bam,alignments,ENCSR000DUQ,ChIP-seq,CL:0002327,mammary epithelial cell,primary cell,Homo sapiens,,,,,,,,,,H3K4me3-human,DNA,,see document,see document,,False,2011-02-11,ENCODE,,,,2,,,36.0,,,,"ENCFF001FOH, ENCFF643CGH",631482380,ENCODE Processing Pipeline,b01ba280df5013250d92475341507414,,https://www.encodeproject.org/files/ENCFF995CUR/@@download/ENCFF995CUR.bam,GRCh38,,,,released,s3://encode-public/2016/08/10/1ccc42e6-4468-4ef3-b4f6-a4552f61b2ba/ENCFF995CUR.bam,,,,
ENCFF076BMA,bam,alignments,ENCSR505JQC,ChIP-seq,EFO:0007105,iPS-18a,cell line,Homo sapiens,,,,,,,,,,H3K4me3-human,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,36.0,,,,"ENCFF025ZMU, ENCFF334JZP, ENCFF388XHV, ENCFF643CGH, ENCFF940NXP",1171909717,ENCODE Processing Pipeline,73be0a78a5767eea979a52c1e54fcd33,,https://www.encodeproject.org/files/ENCFF076BMA/@@download/ENCFF076BMA.bam,GRCh38,,,,released,s3://encode-public/2016/12/19/49da3f14-002d-4e2c-a567-dfdfa4d6941a/ENCFF076BMA.bam,,,,
ENCFF116UUY,bam,alignments,ENCSR667SCY,ChIP-seq,UBERON:0001211,Peyer's patch,tissue,Homo sapiens,,,,,,,,,,H3K9me3-human,DNA,,,,,False,2019-09-11,ENCODE,,,,1,,,76.0,,,,"ENCFF342KPG, ENCFF625UBP, ENCFF643CGH, ENCFF716LYY, ENCFF895EFU",2744669093,ENCODE Processing Pipeline,55f7290f986b34f10aac88638ce11e75,,https://www.encodeproject.org/files/ENCFF116UUY/@@download/ENCFF116UUY.bam,GRCh38,,,,released,s3://encode-public/2019/08/11/6dc43f4c-f35a-4367-a08b-a1231fc056f2/ENCFF116UUY.bam,,,,
ENCFF293ROW,bam,alignments,ENCSR651SVZ,ChIP-seq,CL:0000047,neural stem progenitor cell,in vitro differentiated cells,Homo sapiens,,,,,,,,,,H2BK5ac-human,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,36.0,,,,"ENCFF416PWI, ENCFF643CGH",1071941210,ENCODE Processing Pipeline,ef6a1633dc3ed014d0a38de4de6ed1ad,,https://www.encodeproject.org/files/ENCFF293ROW/@@download/ENCFF293ROW.bam,GRCh38,,,,released,s3://encode-public/2016/12/19/703e1971-1483-44ef-89b7-84ee43151c9b/ENCFF293ROW.bam,,,,
ENCFF274BXU,bam,alignments,ENCSR027BPE,ChIP-seq,EFO:0001086,A549,cell line,Homo sapiens,dexamethasone,100.0 nM,10.0 minute,,,,,,,H3K27ac-human,DNA,,,,formaldehyde,False,2017-10-19,GGR,,,,3,1.0,,,,,,"ENCFF893QTX, GRCh38_no_alt_analysis_set_GCA_000001405.15",1097360313,"Tim Reddy, Duke",c724f1097a4cf9d3928c4be8ed7e6e34,,https://www.encodeproject.org/files/ENCFF274BXU/@@download/ENCFF274BXU.bam,GRCh38,,,,released,s3://encode-public/2017/10/13/1bcbcb42-c6f8-451d-b42e-ea5769c3f906/ENCFF274BXU.bam,,,,
ENCFF728NYI,bam,alignments,ENCSR027BPE,ChIP-seq,EFO:0001086,A549,cell line,Homo sapiens,dexamethasone,100.0 nM,10.0 minute,,,,,,,H3K27ac-human,DNA,,,,formaldehyde,False,2017-10-19,GGR,,,,1,1.0,,,,,,"ENCFF127TTO, GRCh38_no_alt_analysis_set_GCA_000001405.15",3659647028,"Tim Reddy, Duke",e8379479016377ddcf555406752cc7ce,,https://www.encodeproject.org/files/ENCFF728NYI/@@download/ENCFF728NYI.bam,GRCh38,,,,released,s3://encode-public/2017/10/13/efdde7e6-84a0-4550-a5d1-817f81ed6928/ENCFF728NYI.bam,,,,
ENCFF769KGU,bam,alignments,ENCSR027BPE,ChIP-seq,EFO:0001086,A549,cell line,Homo sapiens,dexamethasone,100.0 nM,10.0 minute,,,,,,,H3K27ac-human,DNA,,,,formaldehyde,False,2017-10-19,GGR,,,,2,1.0,,,,,,"ENCFF868OXZ, GRCh38_no_alt_analysis_set_GCA_000001405.15",841652199,"Tim Reddy, Duke",bb577f1c19be5bbd7dc7a99112000a32,,https://www.encodeproject.org/files/ENCFF769KGU/@@download/ENCFF769KGU.bam,GRCh38,,,,released,s3://encode-public/2017/10/13/adcd9424-ef59-43ba-9a5b-da301fd38a23/ENCFF769KGU.bam,,,,
ENCFF630XTQ,bam,alignments,ENCSR202RXT,ChIP-seq,UBERON:0000945,stomach,tissue,Homo sapiens,,,,,,,,,,H3K4me3-human,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,36.0,,,,"ENCFF005ELJ, ENCFF131ZGO, ENCFF643CGH",1078712126,ENCODE Processing Pipeline,260b5fc5b921434723c78dd8a80ccce3,,https://www.encodeproject.org/files/ENCFF630XTQ/@@download/ENCFF630XTQ.bam,GRCh38,,,,released,s3://encode-public/2016/12/19/6fdaba4f-6e04-4704-9108-d4bc823e8ca4/ENCFF630XTQ.bam,,,,
ENCFF486COE,bam,redacted alignments,ENCSR378HAM,ChIP-seq,UBERON:0002113,kidney,tissue,Homo sapiens,,,,,,,,,,H3K9me3-human,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,36.0,,,,"ENCFF061FLU, ENCFF444UWO, ENCFF643CGH, ENCFF770WQS, ENCFF786JHA",455597693,ENCODE Processing Pipeline,c027939cadf97e8caa9c01330263d08f,,https://www.encodeproject.org/files/ENCFF486COE/@@download/ENCFF486COE.bam,GRCh38,,,,released,s3://encode-public/2018/01/19/10d22b6f-a25c-4a48-bc17-9b1f9dd39d38/ENCFF486COE.bam,,,,
ENCFF581DMY,bam,alignments,ENCSR826MTK,ChIP-seq,UBERON:0002106,spleen,tissue,Homo sapiens,,,,,,,,,,H3K27me3-human,DNA,,,,,False,2019-09-11,ENCODE,,,,1,,,76.0,,,,"ENCFF151ODW, ENCFF334CIE, ENCFF549RQR, ENCFF643CGH, ENCFF978HAZ",2472077583,ENCODE Processing Pipeline,48090c02d411803fcdbc0001829a8a76,,https://www.encodeproject.org/files/ENCFF581DMY/@@download/ENCFF581DMY.bam,GRCh38,,,,released,s3://encode-public/2018/11/27/b0759bcf-5435-4fb3-a47f-73cbb4f82f86/ENCFF581DMY.bam,,,,
ENCFF979BNZ,bam,alignments,ENCSR826MTK,ChIP-seq,UBERON:0002106,spleen,tissue,Homo sapiens,,,,,,,,,,H3K27me3-human,DNA,,,,,False,2019-09-11,ENCODE,,,,2,,,76.0,,,,"ENCFF053CAA, ENCFF126BKI, ENCFF142OPQ, ENCFF191WLN, ENCFF219DGE, ENCFF549MFI, ENCFF643CGH, ENCFF683LQV, ENCFF725AYE, ENCFF789ZEG, ENCFF863MUO, ENCFF890QKD, ENCFF923UGJ",3146758407,ENCODE Processing Pipeline,337ec1b9aaab4984f728bfee5bece246,,https://www.encodeproject.org/files/ENCFF979BNZ/@@download/ENCFF979BNZ.bam,GRCh38,,,,released,s3://encode-public/2019/08/28/f9cca3f7-81bb-4435-8a95-8063c4537ab9/ENCFF979BNZ.bam,,,,
ENCFF734TTG,bam,alignments,ENCSR000ARY,ChIP-seq,EFO:0007074,DND-41,cell line,Homo sapiens,,,,,,,,,,H3K9ac-human,DNA,,see document,see document,,False,2012-03-06,ENCODE,,,,1,,,36.0,,,,"ENCFF000APV, ENCFF643CGH",713376905,ENCODE Processing Pipeline,7b0dc74e257a3ed67d0c299fc2a1be92,,https://www.encodeproject.org/files/ENCFF734TTG/@@download/ENCFF734TTG.bam,GRCh38,,,,released,s3://encode-public/2016/11/05/4d57d572-2430-49b8-b08e-ef57a9e8c1cf/ENCFF734TTG.bam,,,,
ENCFF122ZPE,bam,alignments,ENCSR000ARY,ChIP-seq,EFO:0007074,DND-41,cell line,Homo sapiens,,,,,,,,,,H3K9ac-human,DNA,,see document,see document,,False,2012-03-06,ENCODE,,,,2,,,36.0,,,,"ENCFF000APW, ENCFF643CGH",908742898,ENCODE Processing Pipeline,867de2b2e1feaa77721a7d8ce970af9f,,https://www.encodeproject.org/files/ENCFF122ZPE/@@download/ENCFF122ZPE.bam,GRCh38,,,,released,s3://encode-public/2016/11/05/2d0a5fc0-f36e-4a2d-b453-445316d1d280/ENCFF122ZPE.bam,,,,
ENCFF225ZIN,bam,alignments,ENCSR791INM,ChIP-seq,EFO:0003072,SK-N-SH,cell line,Homo sapiens,,,,,,,,,,H3K4me2-human,DNA,,,,,False,2017-01-12,ENCODE,,,,1,,,76.0,,,,"ENCFF215QAT, ENCFF643CGH",2070425625,ENCODE Processing Pipeline,bbf7e5d566614e5a3dd6749a3e4fd686,,https://www.encodeproject.org/files/ENCFF225ZIN/@@download/ENCFF225ZIN.bam,GRCh38,,,,released,s3://encode-public/2016/11/24/9a080b14-2a54-47cd-9e26-a0f51e946ffc/ENCFF225ZIN.bam,,,,
ENCFF879JTO,bam,alignments,ENCSR791INM,ChIP-seq,EFO:0003072,SK-N-SH,cell line,Homo sapiens,,,,,,,,,,H3K4me2-human,DNA,,,,,False,2017-01-12,ENCODE,,,,2,,,76.0,,,,"ENCFF256JRU, ENCFF643CGH",1698436402,ENCODE Processing Pipeline,447b484c70240cc67dbca0a1177f8b47,,https://www.encodeproject.org/files/ENCFF879JTO/@@download/ENCFF879JTO.bam,GRCh38,,,,released,s3://encode-public/2016/11/25/bdcdd662-6313-4bbe-bc7a-12c02977919e/ENCFF879JTO.bam,,,,
ENCFF998EAB,bam,alignments,ENCSR000DQZ,ChIP-seq,EFO:0005337,GM12864,cell line,Homo sapiens,,,,,,,,,,H3K4me3-human,DNA,,see document,see document,,False,2011-11-17,ENCODE,,,,2,,,36.0,,,,"ENCFF001EVJ, ENCFF001EVK, ENCFF643CGH",873870497,ENCODE Processing Pipeline,24ad4c8e0c4b2fc8f198bd93f28c589e,,https://www.encodeproject.org/files/ENCFF998EAB/@@download/ENCFF998EAB.bam,GRCh38,,,,released,s3://encode-public/2016/08/10/a1a8511c-f6f7-4c46-83d3-99d9f3987c24/ENCFF998EAB.bam,,,,
ENCFF200SBP,bam,alignments,ENCSR000DQZ,ChIP-seq,EFO:0005337,GM12864,cell line,Homo sapiens,,,,,,,,,,H3K4me3-human,DNA,,see document,see document,,False,2011-11-17,ENCODE,,,,1,,,36.0,,,,"ENCFF001EWC, ENCFF643CGH",679324345,ENCODE Processing Pipeline,2e5f42309856890db9f68f322fe4f7e4,,https://www.encodeproject.org/files/ENCFF200SBP/@@download/ENCFF200SBP.bam,GRCh38,,,,released,s3://encode-public/2016/08/10/572686e5-6388-427b-a4af-1fab165a908f/ENCFF200SBP.bam,,,,
ENCFF027VFV,bam,alignments,ENCSR209QGZ,ChIP-seq,UBERON:0002240,spinal cord,tissue,Homo sapiens,,,,,,,,,,H3K27ac-human,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,36.0,,,,"ENCFF183MZS, ENCFF306ZIT, ENCFF643CGH",733360350,ENCODE Processing Pipeline,cb5ec13c3ece8e1ed1ecb84579bcf867,,https://www.encodeproject.org/files/ENCFF027VFV/@@download/ENCFF027VFV.bam,GRCh38,,,,released,s3://encode-public/2016/12/19/1219eee1-a92a-4383-a9bf-aa99c9750a69/ENCFF027VFV.bam,,,,
ENCFF795XOM,bam,alignments,ENCSR000DSW,ChIP-seq,CL:0002606,astrocyte of the spinal cord,primary cell,Homo sapiens,,,,,,,,,,H3K4me3-human,DNA,,see document,see document,,False,2011-02-11,ENCODE,,,,1,,,36.0,,,,"ENCFF001FGC, ENCFF643CGH",608234883,ENCODE Processing Pipeline,b1ebb9f195f37668c6c3641aeb8b0921,,https://www.encodeproject.org/files/ENCFF795XOM/@@download/ENCFF795XOM.bam,GRCh38,,,,released,s3://encode-public/2016/08/10/00848669-ebbc-4a89-ad33-7025c079f768/ENCFF795XOM.bam,,,,
ENCFF055MDH,bam,alignments,ENCSR000DSW,ChIP-seq,CL:0002606,astrocyte of the spinal cord,primary cell,Homo sapiens,,,,,,,,,,H3K4me3-human,DNA,,see document,see document,,False,2011-02-11,ENCODE,,,,2,,,36.0,,,,"ENCFF001FGF, ENCFF643CGH",672961985,ENCODE Processing Pipeline,d8cbd253f8a43b5c2b8371c8eb58ea8e,,https://www.encodeproject.org/files/ENCFF055MDH/@@download/ENCFF055MDH.bam,GRCh38,,,,released,s3://encode-public/2016/08/10/7acdb0f2-bfec-4293-80e4-ad2aff7afc5c/ENCFF055MDH.bam,,,,
ENCFF283YXU,bam,redacted alignments,ENCSR803JYI,ChIP-seq,UBERON:0002107,liver,tissue,Homo sapiens,,,,,,,,,,H3K4me3-human,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,36.0,,,,"ENCFF178TMY, ENCFF643CGH",222052432,ENCODE Processing Pipeline,947e3ccc956f51acd59f2c4bacce2496,,https://www.encodeproject.org/files/ENCFF283YXU/@@download/ENCFF283YXU.bam,GRCh38,,,,released,s3://encode-public/2018/01/18/82db79ef-60b9-4a9a-b51e-132f88b8e0b4/ENCFF283YXU.bam,,,,
ENCFF335FMZ,bam,redacted alignments,ENCSR021BCU,ChIP-seq,UBERON:0002107,liver,tissue,Homo sapiens,,,,,,,,,,H3K9ac-human,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,36.0,,,,"ENCFF643CGH, ENCFF956TRR",298085677,ENCODE Processing Pipeline,529477324fb9db09919b22a01d9ae58a,,https://www.encodeproject.org/files/ENCFF335FMZ/@@download/ENCFF335FMZ.bam,GRCh38,,,,released,s3://encode-public/2018/01/18/5362421f-4501-4801-8ba2-e339c6a07d8e/ENCFF335FMZ.bam,,,,
ENCFF972FYM,bam,alignments,ENCSR437QMD,ChIP-seq,UBERON:0000945,stomach,tissue,Homo sapiens,,,,,,,,,,H3K27ac-human,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,36.0,,,,"ENCFF643CGH, ENCFF666EGF, ENCFF669MHN",1189542719,ENCODE Processing Pipeline,8a6db415badff365ed6c8581571c5981,,https://www.encodeproject.org/files/ENCFF972FYM/@@download/ENCFF972FYM.bam,GRCh38,,,,released,s3://encode-public/2017/05/24/cc5cd5bd-ddf0-4ff3-8904-e5423f1e7c7b/ENCFF972FYM.bam,,,,
ENCFF806LRQ,bam,alignments,ENCSR939UQD,ChIP-seq,CL:0000236,B cell,primary cell,Homo sapiens,,,,,,,,,,H3K4me3-human,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,36.0,,,,"ENCFF136DRG, ENCFF643CGH, ENCFF927VYA",1027202381,ENCODE Processing Pipeline,921a4a37204816a2b9fd1637131a31b6,,https://www.encodeproject.org/files/ENCFF806LRQ/@@download/ENCFF806LRQ.bam,GRCh38,,,,released,s3://encode-public/2016/12/19/2e45fe56-c4ed-4eb3-a6cb-e388a0eed387/ENCFF806LRQ.bam,,,,
ENCFF867ALB,bam,redacted alignments,ENCSR172FMH,ChIP-seq,CL:1001606,foreskin keratinocyte,primary cell,Homo sapiens,,,,,,,,,,H3K4me3-human,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,76.0,,,,"ENCFF209TGK, ENCFF272VRD, ENCFF643CGH",941088298,ENCODE Processing Pipeline,5ea50d07ecf20addee91ece79c99326e,,https://www.encodeproject.org/files/ENCFF867ALB/@@download/ENCFF867ALB.bam,GRCh38,,,,released,s3://encode-public/2017/11/28/b99aceda-0d50-4f01-8371-eee6f28c72ce/ENCFF867ALB.bam,,,,
ENCFF166BMF,bam,redacted alignments,ENCSR666TFS,ChIP-seq,CL:1001606,foreskin keratinocyte,primary cell,Homo sapiens,,,,,,,,,,H3K27ac-human,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,76.0,,,,"ENCFF044SLO, ENCFF565AMG, ENCFF643CGH, ENCFF981KET, ENCFF984WFI",1428937126,ENCODE Processing Pipeline,1b979a01eb91c8064870c760a4913eb6,,https://www.encodeproject.org/files/ENCFF166BMF/@@download/ENCFF166BMF.bam,GRCh38,,,,released,s3://encode-public/2017/11/28/92554162-0e62-4a77-9583-78d317a5a318/ENCFF166BMF.bam,,,,
ENCFF523VHB,bam,alignments,ENCSR413WJD,ChIP-seq,UBERON:0002048,lung,tissue,Homo sapiens,,,,,,,,,,H3K4me3-human,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,36.0,,,,"ENCFF155JEB, ENCFF643CGH",635982460,ENCODE Processing Pipeline,2a2f8ed4d0b54f74f39ef374751161f4,,https://www.encodeproject.org/files/ENCFF523VHB/@@download/ENCFF523VHB.bam,GRCh38,,,,released,s3://encode-public/2016/12/19/8d90e405-c96d-4db6-a268-42512dbe80f1/ENCFF523VHB.bam,,,,
ENCFF693KMG,bam,alignments,ENCSR806XIU,ChIP-seq,EFO:0005694,KMS-11,cell line,Homo sapiens,,,,,,,,,,H3K4me2-human,DNA,,,,,False,2016-12-05,ENCODE,,,,2,,,76.0,,,,"ENCFF643CGH, ENCFF714UEL, ENCFF900VEU",1925493673,ENCODE Processing Pipeline,4b1b7bcd7e767a2b83f7266f6c43dd05,,https://www.encodeproject.org/files/ENCFF693KMG/@@download/ENCFF693KMG.bam,GRCh38,,,,released,s3://encode-public/2016/11/25/446ac40a-b70b-49ec-812a-8192db96f5ab/ENCFF693KMG.bam,,,,
ENCFF226ZSG,bam,alignments,ENCSR210RXE,ChIP-seq,EFO:0001196,IMR-90,cell line,Homo sapiens,,,,,,,,,,H2BK120ac-human,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,36.0,,,,"ENCFF018XQO, ENCFF230GVA, ENCFF643CGH",564877220,ENCODE Processing Pipeline,3af144d82197c3376949b5b677638d4f,,https://www.encodeproject.org/files/ENCFF226ZSG/@@download/ENCFF226ZSG.bam,GRCh38,,,,released,s3://encode-public/2016/12/19/336fa94a-b53e-4b2a-a0d4-30afb79034e1/ENCFF226ZSG.bam,,,,
ENCFF900XQZ,bam,alignments,ENCSR210RXE,ChIP-seq,EFO:0001196,IMR-90,cell line,Homo sapiens,,,,,,,,,,H2BK120ac-human,DNA,,see document,,,False,2013-07-31,Roadmap,,,,2,,,36.0,,,,"ENCFF473KQM, ENCFF643CGH, ENCFF993MEW",1039417971,ENCODE Processing Pipeline,6f8d07274c496037ec3f6719752bcb34,,https://www.encodeproject.org/files/ENCFF900XQZ/@@download/ENCFF900XQZ.bam,GRCh38,,,,released,s3://encode-public/2016/12/19/1d945983-37e7-4c93-9dc2-49bbbe190ff4/ENCFF900XQZ.bam,,,,
ENCFF331VFG,bam,alignments,ENCSR589DBF,ChIP-seq,UBERON:0002106,spleen,tissue,Homo sapiens,,,,,,,,,,H3K4me3-human,DNA,,,,,False,2019-09-11,ENCODE,,,,1,,,76.0,,,,"ENCFF105OHU, ENCFF357MVO, ENCFF400KMG, ENCFF643CGH, ENCFF919OKV",1636257079,ENCODE Processing Pipeline,22cb7b380958d208bcb9f659618154d0,,https://www.encodeproject.org/files/ENCFF331VFG/@@download/ENCFF331VFG.bam,GRCh38,,,,released,s3://encode-public/2018/11/27/eadb696c-46af-4903-9a9c-a2cc9de555d5/ENCFF331VFG.bam,,,,
